name,affiliation,homepage,scholarid
Kay W. Axhausen,ETH Zurich,,NOSCHOLARPAGE
Kayla de la Haye,University of Southern California,,NOSCHOLARPAGE
Kayo Fujimoto,The University of Texas Health Science Center at Houston,,NOSCHOLARPAGE
Kazumasa Oida,Fukuoka Institute of Technology,,NOSCHOLARPAGE
Kazuo Yamaguchi,University of Chicago,,NOSCHOLARPAGE
Ke Xu 0001,Beihang University,,NOSCHOLARPAGE
Kefu Yan,Changsha University of Science and Technology,,NOSCHOLARPAGE
Keisuke Miyanabe,Tohoku University,,NOSCHOLARPAGE
Keisuke Nansai,National Institute for Environmental Studies,,NOSCHOLARPAGE
Keith C. C. Chan,The Hong Kong Polytechnic University,,NOSCHOLARPAGE
Keith Paarporn,Georgia Institute of Technology,,NOSCHOLARPAGE
Kellyton dos Santos Brito,UFRPE,,NOSCHOLARPAGE
Kelvin Kam-fai Tsoi,Chinese University of Hong Kong,,NOSCHOLARPAGE
Ken Barker 0001,University of Calgary,,NOSCHOLARPAGE
Ken Sharpe,University of Melbourne,,NOSCHOLARPAGE
Keng-Pei Lin,Sun Yat-sen University,,NOSCHOLARPAGE
Kenji Saito,Keio University,,NOSCHOLARPAGE
Kenneth A. Frank,Michigan State University,,NOSCHOLARPAGE
Kenneth S. Berenhaut,Wake Forest University,,NOSCHOLARPAGE
Kerstin Sailer,University College London,,NOSCHOLARPAGE
Keshav Sood,Deakin University,,NOSCHOLARPAGE
Kevin Crowston,Syracuse University,,NOSCHOLARPAGE
Kevin I-Kai Wang,University of Auckland,,NOSCHOLARPAGE
Kevin Lewis,Harvard University,,NOSCHOLARPAGE
Kevin M. Beaver,Florida State University,,NOSCHOLARPAGE
Kevin M. Passino,Ohio State University,,NOSCHOLARPAGE
Kevin White 0002,University of Pennsylvania,,NOSCHOLARPAGE
Kewang Zhang,Xi'an Jiaotong University,,NOSCHOLARPAGE
Kexian Wu,Stevens Institute of Technology,,NOSCHOLARPAGE
Kezhi Wang,Northumbria University,,NOSCHOLARPAGE
Khobaib Zaamout,University of Calgary,,NOSCHOLARPAGE
Kieran Evans,Cardiff University,,NOSCHOLARPAGE
Kim-Kwang Raymond Choo,University of Texas at San Antonio,,NOSCHOLARPAGE
Kimberly M. Davidson,Pennsylvania State University,,NOSCHOLARPAGE
Kimmo Kaski,Aalto University,,NOSCHOLARPAGE
King-To Yeung,The State University of New Jersey,,NOSCHOLARPAGE
Kingshuk De,National Institute of Technology,,NOSCHOLARPAGE
Kiran Garimella,Aalto University,,NOSCHOLARPAGE
Klarita Gërxhani,University of Amsterdam,,NOSCHOLARPAGE
Klaus Hamberger,CNRS,,NOSCHOLARPAGE
Klimis S. Ntalianis,Athens University of Applied Sciences,,NOSCHOLARPAGE
Koen Van der Bracht,Ghent University,,NOSCHOLARPAGE
Koen Vanbrabant,University of Leuven,,NOSCHOLARPAGE
Kolter Kalberg,University of Hawaii at Manoa,,NOSCHOLARPAGE
Konstantin Kobs,Julius Maximilians University Würzburg,,NOSCHOLARPAGE
Konstantin Kuzmin,Rennselaer Polytechnic Institute,,NOSCHOLARPAGE
Konstantinos Tsitseklis,University of Athens,,NOSCHOLARPAGE
Koteswar Rao Jerripothula,IIIT Delhi,,NOSCHOLARPAGE
Koushik Mallick,Indian Statistical Institute,,NOSCHOLARPAGE
Koustav Rudra,Leibniz University Hannover,,NOSCHOLARPAGE
Koyel Chakraborty,Supreme Knowledge Foundation Group of Institutions,,NOSCHOLARPAGE
Kripabandhu Ghosh,IIT Kanpur,,NOSCHOLARPAGE
Krishna P. Gummadi,Max Planck Institute,,NOSCHOLARPAGE
Krista Gile,University of Washington,,NOSCHOLARPAGE
Kristen J. Mills,Ohio State University,,NOSCHOLARPAGE
Kristin L. Wood,Singapore University of Technology and Design,,NOSCHOLARPAGE
Kristin Lees Haggerty,Northeastern University,,NOSCHOLARPAGE
Kuai Xu,Arizona State University,,NOSCHOLARPAGE
Kuan Zhang,University of Waterloo,,NOSCHOLARPAGE
Kuang Xu,University of Hong Kong,,NOSCHOLARPAGE
Kuishuang Feng,University of Maryland - College Park,,NOSCHOLARPAGE
Kun He 0001,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Kun Yang 0001,University of Essex,,NOSCHOLARPAGE
Kun Zhu 0001,Nanjing University,,NOSCHOLARPAGE
Kurt Hornik,Institute for Statistics and Mathematics,,NOSCHOLARPAGE
Kurt Luther,Virginia Tech,,NOSCHOLARPAGE
Kwan-Liu Ma,University of California - Davis,,NOSCHOLARPAGE
Kwang-Cheng Chen,University of South Florida,,NOSCHOLARPAGE
Kwok-Leung Tsui,City University of Hong Kong,,NOSCHOLARPAGE
Kyle Emich,University of Delaware,,NOSCHOLARPAGE
Kyota Okubo,Fukuoka Institute of Technology,,NOSCHOLARPAGE
Kyungsik Han,Ajou University,,NOSCHOLARPAGE
L. Richard Carley,Carnegie Mellon University,,NOSCHOLARPAGE
Lada A. Adamic,HP Labs,,NOSCHOLARPAGE
Lampros Bouranis,University College Dublin,,NOSCHOLARPAGE
Lars Leszczensky,University of Mannheim,,NOSCHOLARPAGE
Lasse Folke Henriksen,Copenhagen Business School,,NOSCHOLARPAGE
László Lorincz,Corvinus University of Budapest,,NOSCHOLARPAGE
Laura A. Williams,University of Mississippi,,NOSCHOLARPAGE
Laura D. Hanish,Arizona State University,,NOSCHOLARPAGE
Laura M. Koehly,National Human Genome Research Institute,,NOSCHOLARPAGE
Laura Prota,University of Salerno,,NOSCHOLARPAGE
Laura Ricci,University of Pisa,,NOSCHOLARPAGE
Laura Sartori,University of Bologna,,NOSCHOLARPAGE
Lauren Rhue,York University,,NOSCHOLARPAGE
Laurence Brandenberger,University of Bern,,NOSCHOLARPAGE
Laurence Moore,Cardiff University,,NOSCHOLARPAGE
Laurence T. Yang,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Laurence Tianruo Yang,St. Francis Xavier University,,NOSCHOLARPAGE
Laurent Son Nguyen,Idiap Research Institute,,NOSCHOLARPAGE
Lauri Kovanen,Helsinki University of Technology,,NOSCHOLARPAGE
Le Jiang,South China University of Technology,,NOSCHOLARPAGE
Lea Ellwardt,University of Groningen,,NOSCHOLARPAGE
Lea-Maria Löbel,German Institute for Economic Research (DIW) Berlin,,NOSCHOLARPAGE
Lei Shu 0001,Nanjing Agricultural University,,NOSCHOLARPAGE
Lei Wang 0134,Dalian University of Technology,,NOSCHOLARPAGE
Lei Yi,Shandong University,,NOSCHOLARPAGE
Lei Zhang 0042,University of Minnesota,,NOSCHOLARPAGE
Lei-Lei Shi,Jiangsu University,,NOSCHOLARPAGE
Leonardo Maccari,University of Trento,,NOSCHOLARPAGE
Leonie J. Pearson,University of Melbourne,,NOSCHOLARPAGE
Li Da Xu,Old Dominion University,,NOSCHOLARPAGE
Li Li 0013,Tsinghua University,,NOSCHOLARPAGE
Li Lu 0001,UESTC,,NOSCHOLARPAGE
Li Xu 0002,Fujian Normal University,,NOSCHOLARPAGE
Li Yu 0003,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Li-Chun Wang 0001,National Chiao Tung University,,NOSCHOLARPAGE
Li-Ting Wang,National Taiwan Normal University,,NOSCHOLARPAGE
Liang Chang 0003,Guilin University of Electronic Technology,,NOSCHOLARPAGE
Liang Wu 0006,Arizona State University,,NOSCHOLARPAGE
Lianggui Liu,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Liangtian Wan,Dalian University of Technology,,NOSCHOLARPAGE
Liangyin Chen,Sichuan University,,NOSCHOLARPAGE
Liangyun Liu,Chongqing University,,NOSCHOLARPAGE
Lianyong Qi,Qufu Normal University,,NOSCHOLARPAGE
Lichen Cheng,Beijing Jiaotong University,,NOSCHOLARPAGE
Lichen Zhang 0001,Shaanxi Normal University,,NOSCHOLARPAGE
Lida Xu,Old Dominion University,,NOSCHOLARPAGE
Lidong Bing,Alibaba Group,,NOSCHOLARPAGE
Liesbeth A. G. Mercken,Maastricht University,,NOSCHOLARPAGE
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI),,NOSCHOLARPAGE
Lifang Li,South China University of Technology,,NOSCHOLARPAGE
Lifei Lu,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Lihong Chen,Zhejiang University,,NOSCHOLARPAGE
Lijia Ma,Xidian University,,NOSCHOLARPAGE
Lijun Song,Vanderbilt University,,NOSCHOLARPAGE
Lin Tao,Peking University,,NOSCHOLARPAGE
Lindsay E. Young,University of Chicago,,NOSCHOLARPAGE
Lindsey Trimble O'Connor,California State University Channel Islands,,NOSCHOLARPAGE
Ling Heng Henry Wong,University of Melbourne,,NOSCHOLARPAGE
Ling Tian,UESTC,,NOSCHOLARPAGE
Ling Yin,Chinese Academy of Sciences,,NOSCHOLARPAGE
Lingmei Ren,Shandong University,,NOSCHOLARPAGE
Lingmin Wang,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Lingxi Li,Indiana University,,NOSCHOLARPAGE
Linqiang Pan,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Lintao Yang,Central China Normal University,,NOSCHOLARPAGE
Linton C. Freeman,University of California - Irvine,,NOSCHOLARPAGE
Linyao Yang,Chinese Academy of Sciences,,NOSCHOLARPAGE
Linyu Tang,Changsha University of Science and Technology,,NOSCHOLARPAGE
Lionel P. Robert,University of Michigan,,NOSCHOLARPAGE
Lipo Wang,Nanyang Technological University,,NOSCHOLARPAGE
Lisa K. Elon,Emory University,,NOSCHOLARPAGE
Lisa Posch,Graz University of Technology,,NOSCHOLARPAGE
Lise Mounier,CNRS,,NOSCHOLARPAGE
Lisha Yu,City University of Hong Kong,,NOSCHOLARPAGE
Liwei Ouyang,Qingdao Academy of Intelligent Industries,,NOSCHOLARPAGE
Lixing Wang,Northeastern University,,NOSCHOLARPAGE
Lixing Yu,Case Western Reserve University,,NOSCHOLARPAGE
Liyuan Liu,Shandong University,,NOSCHOLARPAGE
Lluís Coromina,University of Girona,,NOSCHOLARPAGE
Lo-Yao Yeh,National Chi Nan University,,NOSCHOLARPAGE
Loitongbam Gyanendro Singh,IIT Guwahati,,NOSCHOLARPAGE
Long Doan,Indiana University,,NOSCHOLARPAGE
Longjiang Guo,Shaanxi Normal University,,NOSCHOLARPAGE
Longxiang Gao,Deakin University,,NOSCHOLARPAGE
Lotte Vermeij,The Netherlands Institute for Social Research,,NOSCHOLARPAGE
Louise Ryan,University of Sheffield,,NOSCHOLARPAGE
Love Bohman,Stockholm University,,NOSCHOLARPAGE
Lu Fan,The Hong Kong Polytechnic University,,NOSCHOLARPAGE
Lu Liu 0001,University of Leicester,,NOSCHOLARPAGE
Luca Cernuzzi,Catholic University,,NOSCHOLARPAGE
Luca Giommoni,Cardiff University,,NOSCHOLARPAGE
Luca Rossi 0003,IT University Copenhagen,,NOSCHOLARPAGE
Lucas G. Drouhot,Cornell University,,NOSCHOLARPAGE
Lucas Santos de Oliveira,Federal University of Minas Gerais,,NOSCHOLARPAGE
Lucy Fortson,University of Minnesota,,NOSCHOLARPAGE
Luis Felipe Giraldo,University of Los Andes,,NOSCHOLARPAGE
Lukas Norbutas,Utrecht University,,NOSCHOLARPAGE
Lunfei Wang,Hefei University of Technology,,NOSCHOLARPAGE
Lutao Zheng,Tongji University,,NOSCHOLARPAGE
M. E. J. Newman,University of Michigan,,NOSCHOLARPAGE
M. Jamal Deen,McMaster University,,NOSCHOLARPAGE
M. Sridevi,National Institute of Technology,,NOSCHOLARPAGE
Maarten Marx,University of Amsterdam,,NOSCHOLARPAGE
Maarten van Zalk,University Osnabrück,,NOSCHOLARPAGE
Mackenzie Hart,Simon Fraser University,,NOSCHOLARPAGE
Madhuri Siddula,Georgia State University,,NOSCHOLARPAGE
Madichetty Sreenivasulu,National Institute of Technology,,NOSCHOLARPAGE
Magdalena Wischnewski,University of Duisburg-Essen,,NOSCHOLARPAGE
Mahdi Vasighi,Institute for Advanced Studies in Basic Sciences,,NOSCHOLARPAGE
Mahsa Seifikar,K. N. Toosi University of Technology,,NOSCHOLARPAGE
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee,,NOSCHOLARPAGE
Maitry Bhavsar,IIT Patna,,NOSCHOLARPAGE
Majed A. AlRubaian,King Saud University,,NOSCHOLARPAGE
Majid Mohammadi 0001,TU Delft,,NOSCHOLARPAGE
Makoto Kakinaka,Hiroshima University,,NOSCHOLARPAGE
Man Lin,St. Francis Xavier University,,NOSCHOLARPAGE
Manish Bhanu,IIT Patna,,NOSCHOLARPAGE
Manish Gupta 0001,Microsoft,,NOSCHOLARPAGE
Manish Purohit,University of Maryland - College Park,,NOSCHOLARPAGE
Manuel Fischer,University of Bern,,NOSCHOLARPAGE
Maoguo Gong,Xidian University,,NOSCHOLARPAGE
Maozhen Li,Tongji University,,NOSCHOLARPAGE
Marakkalage Sumudu Hasala,Singapore University of Technology and Design,,NOSCHOLARPAGE
Marc A. C. Sarazin,University of Oxford,,NOSCHOLARPAGE
Marc Punkay,University of Chicago,,NOSCHOLARPAGE
Marçal Mora Cantallops,University of Alcalá,,NOSCHOLARPAGE
Marcel A. L. M. van Assen,Tilburg University,,NOSCHOLARPAGE
Marcelo Ribeiro-Alves,National Institute of Infectious Diseases Evandro Chagas,,NOSCHOLARPAGE
Marcelo S. Amaral,State University of Southwestern of Bahia,,NOSCHOLARPAGE
Marcin Grzegorzek,University of Economics in Katowice,,NOSCHOLARPAGE
Marco Cinnirella,Royal Holloway University of London,,NOSCHOLARPAGE
Marco Conti,Institute of Informatics and Telematics of CNR,,NOSCHOLARPAGE
Marco Gonzalez,Harvard University,,NOSCHOLARPAGE
Marco T. Bastos,University of London,,NOSCHOLARPAGE
Margaret Hellard,Burnet Institute,,NOSCHOLARPAGE
Margaret K. Chojnacki,Barry University,,NOSCHOLARPAGE
Margaret Kerr,University of Örebro,,NOSCHOLARPAGE
Margarita Vitoropoulou,University of Athens,,NOSCHOLARPAGE
Marge M. Benham-Hutchins,Texas A&M University,,NOSCHOLARPAGE
Maria Glenski,Pacific Northwest National Laboratory,,NOSCHOLARPAGE
Maria Grazia Vigliotti,Imperial College London,,NOSCHOLARPAGE
María Guadalupe Ramírez López,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security,,NOSCHOLARPAGE
María Guadalupe Ramírez Ortiz,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security,,NOSCHOLARPAGE
Maria Liakata,University of Warwick,,NOSCHOLARPAGE
Maria Prosperina Vitale,University of Salerno,,NOSCHOLARPAGE
Maria Rosaria D'Esposito,University of Salerno,,NOSCHOLARPAGE
Mariarosaria Lombardi,University of Foggia,,NOSCHOLARPAGE
Marie Joan Kristine Gloria,The Aspen Institute,,NOSCHOLARPAGE
Marie Ouellet,University of Montreal,,NOSCHOLARPAGE
Marie-Odile Lebeaux,CNRS,,NOSCHOLARPAGE
Marie-Thérèse Jourda,CNRS,,NOSCHOLARPAGE
Marieke Vlaemynck,University of Gent,,NOSCHOLARPAGE
Marieke Wissink,Maastricht University,,NOSCHOLARPAGE
Mariela Szwarcberg,University of Chicago,,NOSCHOLARPAGE
Marije Wouters,University of Amsterdam,,NOSCHOLARPAGE
Marijtje A. J. Van Duijn,University of Groningen,,NOSCHOLARPAGE
Marika Cifor,University of Washington,,NOSCHOLARPAGE
Marina Hennig,Humboldt University of Berlin,,NOSCHOLARPAGE
Mario Diani,Universitat Pompeu Fabra,,NOSCHOLARPAGE
Mario G. C. A. Cimino,University of Pisa,,NOSCHOLARPAGE
Mario Luis Small,Harvard University,,NOSCHOLARPAGE
Marjolein I. Broese van Groenou,Vrije University Amsterdam,,NOSCHOLARPAGE
Mark Caudell,Washington State University,,NOSCHOLARPAGE
Mark E. Feinberg,Pennsylvania State University,,NOSCHOLARPAGE
Mark E. J. Newman,Santa Fe Institute,,NOSCHOLARPAGE
Mark Frederickson,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Mark H. Chignell,University of Toronto,,NOSCHOLARPAGE
Mark Handcock,University of Washington,,NOSCHOLARPAGE
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Mark House,University of Florida,,NOSCHOLARPAGE
Mark Huisman,University of Groningen,,NOSCHOLARPAGE
Mark Levene,University of London,,NOSCHOLARPAGE
Mark Lubell,University of California - Davis,,NOSCHOLARPAGE
Mark M. Fredrickson,University of Michigan,,NOSCHOLARPAGE
Mark Patrick Roeling,University of Oxford,,NOSCHOLARPAGE
Mark Rouncefield,Lancaster University,,NOSCHOLARPAGE
Mark S. Handcock,University of Washington,,NOSCHOLARPAGE
Mark S. Mizruchi,University of Michigan,,NOSCHOLARPAGE
Mark Sanderson,Massachusetts Institute of Technology,,NOSCHOLARPAGE
Mark Tranmer,University of Glasgow,,NOSCHOLARPAGE
Mark Wittek,Institute of Sociology,,NOSCHOLARPAGE
Mark Zachry,University of Washington,,NOSCHOLARPAGE
Markus Gamper,University of Cologne,,NOSCHOLARPAGE
Markus Strohmaier,RWTH Aachen,,NOSCHOLARPAGE
Marlène Sapin,University of Lausanne,,NOSCHOLARPAGE
Marshall Scott Poole,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Marthie Grobler,CSIRO,,NOSCHOLARPAGE
Martijn J. Burger,Erasmus University Rotterdam,,NOSCHOLARPAGE
Martin Abraham,University of Erlangen-Nuremberg,,NOSCHOLARPAGE
Martin Bouchard 0002,Simon Fraser University,,NOSCHOLARPAGE
Martin G. Everett,University of Manchester,,NOSCHOLARPAGE
Martin Gueuning,Catholic University,,NOSCHOLARPAGE
Martin Hällsten,Stockholm University,,NOSCHOLARPAGE
Martin Hilbert,University of California - Davis,,NOSCHOLARPAGE
Martin Innes,Cardiff University,,NOSCHOLARPAGE
Martin Kilduff,Pennsylvania State University,,NOSCHOLARPAGE
Martin Mader,University of Konstanz,,NOSCHOLARPAGE
Martin Ruef,University of North Carolina,,NOSCHOLARPAGE
Martin Van Der Gaag,Free University,,NOSCHOLARPAGE
Martin Watts,University of Newcastle,,NOSCHOLARPAGE
Martina Morris,University of Washington,,NOSCHOLARPAGE
Mary K. Feeney,Arizona State University,,NOSCHOLARPAGE
Mary Selden,University of Georgia,,NOSCHOLARPAGE
Marzieh Soltanolkottabi,Kansas State University,,NOSCHOLARPAGE
Masaaki Terai,RIKEN Advanced Institute for Computational Science,,NOSCHOLARPAGE
Masahiro Iwahashi,Nagaoka University of Technology,,NOSCHOLARPAGE
Masaki Tomochi,Chuo University,,NOSCHOLARPAGE
Masarah Paquet-Clouston,University of Montreal,,NOSCHOLARPAGE
Mason A. Porter,University of California - Los Angeles,,NOSCHOLARPAGE
Masoud Asadpour,University of Tehran,,NOSCHOLARPAGE
Massimo Franceschet,University of Udine,,NOSCHOLARPAGE
Mathew D. McCubbins,University of Southern California,,NOSCHOLARPAGE
Mathieu O'Neil,Australian National University,,NOSCHOLARPAGE
Mathijs Kros,Utrecht University,,NOSCHOLARPAGE
Mathijs de Vaan,University of California - Berkeley,,NOSCHOLARPAGE
Matilde Massó,University of A Coruña,,NOSCHOLARPAGE
Matloob Khushi,University of Sydney,,NOSCHOLARPAGE
Matteo Magnani,Uppsala University,,NOSCHOLARPAGE
Matthew Baucum,University of Southern California,,NOSCHOLARPAGE
Matthew C. Mahutga,University of California - Riverside,,NOSCHOLARPAGE
Matthew Dabkowski,University of Arizona,,NOSCHOLARPAGE
Matthew E. Brashears,University of South Carolina,,NOSCHOLARPAGE
Matthew Hamilton,Ohio State University,,NOSCHOLARPAGE
Matthew J. Denny,Pennsylvania State University,,NOSCHOLARPAGE
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,NOSCHOLARPAGE
Matthew J. Salganik,Princeton University,,NOSCHOLARPAGE
Matthew J. Silk,University of Exeter,,NOSCHOLARPAGE
Matthew Johnson 0002,Durham University,,NOSCHOLARPAGE
Matthew L. Williams,Cardiff University,,NOSCHOLARPAGE
Matthew S. Gerber,University of Virginia,,NOSCHOLARPAGE
Matthew Smith 0009,University of Greenwich,,NOSCHOLARPAGE
Matthew T. Pietryka,University of California - Davis,,NOSCHOLARPAGE
Matthias Kowald,ETH Zurich,,NOSCHOLARPAGE
Matthieu Latapy,CNRS,,NOSCHOLARPAGE
Matthijs Kalmijn,Tilburg University,,NOSCHOLARPAGE
Maunendra Sankar Desarkar,IIT Hyderabad,,NOSCHOLARPAGE
Maurice Koster,University of Amsterdam,,NOSCHOLARPAGE
Maurits de Klepper,VU Amsterdam,,NOSCHOLARPAGE
Maurizio Prosperi,University of Foggia,,NOSCHOLARPAGE
Mauro Gatti,Sapienza University of Rome,,NOSCHOLARPAGE
Max E. Coleman,Indiana University,,NOSCHOLARPAGE
Maxime Reeves-Latour,University of Montreal,,NOSCHOLARPAGE
Maximilian Vierlboeck,Stevens Institute of Technology,,NOSCHOLARPAGE
Mayank Aggarwal,Indian Institute of Management,,NOSCHOLARPAGE
Mayank Singh 0001,IIT Gandhinagar,,NOSCHOLARPAGE
Mayukh Dass,Texas Tech University,,NOSCHOLARPAGE
Md Abdul Alim,University of Florida,,NOSCHOLARPAGE
Md. Imrul Kayes,University of South Florida,,NOSCHOLARPAGE
Meera Narasimhan,University of South Carolina,,NOSCHOLARPAGE
Meera Vengadasubbu,Stanford University,,NOSCHOLARPAGE
Mehrnoosh Mirtaheri,University of Southern California,,NOSCHOLARPAGE
Mehwish Nasim,University of Konstanz,,NOSCHOLARPAGE
Mei-Chu Lin,Sun Yat-sen University,,NOSCHOLARPAGE
Meikang Qiu,Shenzhen University,,NOSCHOLARPAGE
Meiqin Liu,Zhejiang University,,NOSCHOLARPAGE
Meizi Li,Shanghai Normal University,,NOSCHOLARPAGE
Melissa A. Clark,University of Massachusetts,,NOSCHOLARPAGE
Meng Xi,Zhejiang University,,NOSCHOLARPAGE
MengChu Zhou,Macau University of Science and Technology,,NOSCHOLARPAGE
Mengbin Ye,Curtin University,,NOSCHOLARPAGE
Mengchu Zhou,King Abdulaziz University,,NOSCHOLARPAGE
Menglin Li,Northeast Normal University,,NOSCHOLARPAGE
Mengmeng Zhu,North Carolina State University,,NOSCHOLARPAGE
Mengxiao Zhu,Rutgers University,,NOSCHOLARPAGE
Mengzhen Kang,Qingdao Academy of Intelligent Industries,,NOSCHOLARPAGE
Meredith Rolfe,London School of Economics and Political Science,,NOSCHOLARPAGE
Meredith W. Francis,Case Western Reserve University,,NOSCHOLARPAGE
Mi Wen,Shanghai University,,NOSCHOLARPAGE
Mianxiong Dong,Muroran Institute of Technology,,NOSCHOLARPAGE
Miao Fu,Hunan University,,NOSCHOLARPAGE
Miao Zhao,The Hong Kong Polytechnic University,,NOSCHOLARPAGE
Micha Mandel,The Hebrew University,,NOSCHOLARPAGE
Michael Bosnjak,ZPID - Leibniz Institute for Psychology Information,,NOSCHOLARPAGE
Michael Bourgeois,University of California - Santa Barbara,,NOSCHOLARPAGE
Michael Brzezinski,Purdue University,,NOSCHOLARPAGE
Michael Caldara,University of California - Irvine,,NOSCHOLARPAGE
Michael D. Siciliano,University of Illinois at Chicago,,NOSCHOLARPAGE
Michael Genkin,Singapore Management University,,NOSCHOLARPAGE
Michael H. Smith,University of California - Berkeley,,NOSCHOLARPAGE
Michael Howard,Texas A&M University,,NOSCHOLARPAGE
Michael J. Barber,AIT Austrian Institute of Technology GmbH,,NOSCHOLARPAGE
Michael J. Brusco,Florida State University,,NOSCHOLARPAGE
Michael J. Lanham,United States Military Academy,,NOSCHOLARPAGE
Michael J. Mason,Villanova University,,NOSCHOLARPAGE
Michael Johnston,University of California - Los Angeles,,NOSCHOLARPAGE
Michael K. Orbach,Duke University,,NOSCHOLARPAGE
Michael Laraia,University of Minnesota,,NOSCHOLARPAGE
Michael Levy,University of California - Davis,,NOSCHOLARPAGE
Michael Macy,Cornell University,,NOSCHOLARPAGE
Michael Mäs,University of Groningen,,NOSCHOLARPAGE
Michael Masuch,University of Amsterdam,,NOSCHOLARPAGE
Michael Mathioudakis,CNRS,,NOSCHOLARPAGE
Michael McBride,University of California - Irvine,,NOSCHOLARPAGE
Michael Muhlmeyer,California State University at Los Angeles,,NOSCHOLARPAGE
Michael Neblo,Ohio State University,,NOSCHOLARPAGE
Michael Prilla,Clausthal University of Technology,,NOSCHOLARPAGE
Michael S. Kowal,University of Massachusetts,,NOSCHOLARPAGE
Michael Salter-Townshend,University of Oxford,,NOSCHOLARPAGE
Michael Schweinberger,Rice University,,NOSCHOLARPAGE
Michael Szell,University of Vienna,,NOSCHOLARPAGE
Michael T. Heaney,University of Michigan,,NOSCHOLARPAGE
Michael TenEyck,University of Texas at Dallas,,NOSCHOLARPAGE
Michael Wältermann,University of Freiburg,,NOSCHOLARPAGE
Michael Windzio,University of Bremen,,NOSCHOLARPAGE
Michael Withers,Texas A&M University,,NOSCHOLARPAGE
Michaela Hoffman,University of Missouri,,NOSCHOLARPAGE
Michal Bojanowski,Kozminski University,,NOSCHOLARPAGE
Michel Grossetti,CNRS,,NOSCHOLARPAGE
Michel L. Ehrenhard,University of Twente,,NOSCHOLARPAGE
Michela Del Vicario,IMT School for Advanced Studies,,NOSCHOLARPAGE
Michela Iannotta,Sapienza University of Rome,,NOSCHOLARPAGE
Michele Coscia,University of Namur,,NOSCHOLARPAGE
Michele L. Barnes,University of Hawaii at Manoa,,NOSCHOLARPAGE
Michele Starnini,University of Barcelona,,NOSCHOLARPAGE
Michele Tumminello,University of Palermo,,NOSCHOLARPAGE
Michelle Birkett,Northwestern University,,NOSCHOLARPAGE
Michelle Purcell,Drexel University,,NOSCHOLARPAGE
Miel W. Ribbe,VU Amsterdam,,NOSCHOLARPAGE
Miguel Ángel Sotelo,Polytechnic School University of Alcalá,,NOSCHOLARPAGE
Miguel-Ángel Sicilia,University of Alcalá,,NOSCHOLARPAGE
Miia Sainio,University of Turku,,NOSCHOLARPAGE
Miin-Shen Yang,Chung Yuan Christian University,,NOSCHOLARPAGE
Mike Steketee,University of South Carolina,,NOSCHOLARPAGE
Mike Walmsley,University of Oxford,,NOSCHOLARPAGE
Mikko A. Salo,University of Joensuu,,NOSCHOLARPAGE
Mikko Kivelä,Helsinki University of Technology,,NOSCHOLARPAGE
Mikko Salminen,Tampere University,,NOSCHOLARPAGE
Milad Mirbabaie,University of Bremen,,NOSCHOLARPAGE
Milind Tambe,Harvard University,,NOSCHOLARPAGE
Min Fan,Shandong University,,NOSCHOLARPAGE
Min Gu,Nanjing University,,NOSCHOLARPAGE
Min Jiang 0005,Xiamen University,,NOSCHOLARPAGE
Min Long,Boise State University,,NOSCHOLARPAGE
Min Zhan,Sichuan University,,NOSCHOLARPAGE
Min Zhou 0003,Beijing Jiaotong University,,NOSCHOLARPAGE
Min-Woong Sohn,University of Chicago,,NOSCHOLARPAGE
Mineichi Kudo,Hokkaido University,,NOSCHOLARPAGE
Ming Cao 0005,The University of Texas Health Science Center at Houston,,NOSCHOLARPAGE
Ming Xu 0008,Tsinghua University,,NOSCHOLARPAGE
Mingchu Li,Dalian University of Technology,,NOSCHOLARPAGE
Minghao Zhao 0002,Zhejiang University,,NOSCHOLARPAGE
Mingjie Ling,Zhejiang Sci-Tech University,,NOSCHOLARPAGE
Mingliang Xu,Zhengzhou University,,NOSCHOLARPAGE
Mingming Chen,Tsinghua University,,NOSCHOLARPAGE
Mingming Zhou,Zhejiang University,,NOSCHOLARPAGE
Minh Hoang Trinh,Hanoi University of Science and Technology,,NOSCHOLARPAGE
Miranda J. Lubbers,Autonomous University of Barcelona,,NOSCHOLARPAGE
Miranda Jessica Lubbers,Autonomous University of Barcelona,,NOSCHOLARPAGE
Mireia Bolíbar,University of Bremen,,NOSCHOLARPAGE
Mirjam Kretzschmar,University of Bielefeld,,NOSCHOLARPAGE
